year,month,state,sectorName,customers,price,revenue,sales
2008,3,CT,transportation,5,12.75,2.12487,16.66196
2008,3,DE,all sectors,441248,11.63,111.44738,958.37515
2008,3,DE,commercial,48824,11.41,39.82642,349.15989
2008,3,DE,industrial,618,9.82,23.00974,234.24723
2008,3,DE,residential,391806,12.96,48.61122,374.96803
2008,3,DE,transportation,0,0,0,0
2008,3,DC,all sectors,242296,12.52,107.82442,861.09263
2008,3,DC,commercial,26678,12.91,86.37108,668.84533
2008,3,DC,industrial,1,10.81,2.5835,23.8943
2008,3,DC,residential,215616,11.08,16.01696,144.57806
2008,3,DC,transportation,1,12,2.85289,23.77493
2008,3,FL,all sectors,9588438,10.26,1657.83275,16164.17178
2008,3,FL,commercial,1122989,9.83,683.41365,6953.37865
2008,3,FL,industrial,23142,7.68,117.45185,1529.84738
2008,3,FL,residential,8442282,11.16,856.29506,7674.27325
2008,3,FL,transportation,25,10.07,0.67219,6.6725
2008,3,GA,all sectors,4585904,8.13,819.37467,10079.34097
2008,3,GA,commercial,541679,8.72,304.83462,3495.59426
2008,3,GA,industrial,15779,5.97,163.36264,2737.33956
2008,3,GA,residential,4028445,9.14,350.23298,3831.95517
2008,3,GA,transportation,1,6.54,0.94443,14.45199
2008,3,HI,all sectors,472051,26.92,234.14331,869.77098
2008,3,HI,commercial,61840,27.57,80.83614,293.25162
2008,3,HI,industrial,677,23.87,75.78454,317.45622
2008,3,HI,residential,409534,29.92,77.52263,259.06314
2008,3,HI,transportation,0,0,0,0
2008,3,ID,all sectors,777431,5.43,98.88004,1821.26428
2008,3,ID,commercial,98216,5.4,26.61884,493.06204
2008,3,ID,industrial,26583,3.83,22.00742,574.7561
2008,3,ID,residential,652632,6.67,50.25379,753.44614
2008,3,ID,transportation,0,0,0,0
2008,3,IL,all sectors,5721430,8.77,1015.10258,11570.64107
2008,3,IL,commercial,589905,8.84,362.236,4097.5969
2008,3,IL,industrial,6022,7.2,277.43814,3852.98734
2008,3,IL,residential,5125499,10.43,371.78095,3563.22332
2008,3,IL,transportation,4,6.42,3.6475,56.83351
2008,3,IN,all sectors,3096792,6.33,570.94443,9023.95305
2008,3,IN,commercial,340456,7.2,139.78426,1942.58835
2008,3,IN,industrial,18077,4.8,199.12206,4149.26834
2008,3,IN,residential,2738258,7.91,231.8711,2930.27635
2008,3,IN,transportation,1,9.18,0.167,1.82
2008,3,IA,all sectors,1545461,6.52,249.97835,3831.80443
2008,3,IA,commercial,211188,6.76,67.97785,1004.96321
2008,3,IA,industrial,7032,4.51,71.37451,1581.33092
2008,3,IA,residential,1327241,8.88,110.62599,1245.5103
2008,3,IA,transportation,0,0,0,0
2008,3,KS,all sectors,1507209,7.07,212.8444,3012.50852
2008,3,KS,commercial,235282,7.22,84.28879,1167.48909
2008,3,KS,industrial,19368,5.35,47.7807,892.8242
2008,3,KS,residential,1252559,8.48,80.77492,952.19522
2008,3,KS,transportation,0,0,0,0
2008,3,KY,all sectors,2229890,5.87,472.49704,8043.02147
2008,3,KY,commercial,295879,6.87,105.06626,1530.08397
2008,3,KY,industrial,6323,4.68,194.21688,4151.72219
2008,3,KY,residential,1927688,7.34,173.2139,2361.21531
2008,3,KY,transportation,0,0,0,0
2008,3,LA,all sectors,2197717,8.66,488.49643,5640.61773
2008,3,LA,commercial,263571,9.59,160.16668,1670.53134
2008,3,LA,industrial,20567,7.19,148.35561,2063.70235
2008,3,LA,residential,1913554,9.44,179.93376,1906.04738
2008,3,LA,transportation,25,11.99,0.04038,0.33666
2008,3,ME,all sectors,784993,13.96,138.09161,989.42471
2008,3,ME,commercial,87370,12.83,43.88427,342.05132
2008,3,ME,industrial,2816,11.87,31.17321,262.51473
2008,3,ME,residential,694807,16.38,63.03413,384.85866
2008,3,ME,transportation,0,0,0,0
2008,3,MD,all sectors,2428552,12.11,620.24656,5123.61955
2008,3,MD,commercial,240545,11.77,268.00209,2276.39605
2008,3,MD,industrial,8990,10.06,47.33931,470.56669
2008,3,MD,residential,2179012,12.88,300.39333,2332.49468
2008,3,MD,transportation,5,10.22,4.51182,44.16213
2008,3,MA,all sectors,3053087,15.64,717.06518,4584.60772
2008,3,MA,commercial,379117,15.53,327.72699,2110.91689
2008,3,MA,industrial,14174,13.53,98.05242,724.72742
2008,3,MA,residential,2659795,16.79,288.50327,1718.59978
2008,3,MA,transportation,1,9.16,2.7825,30.36362
2008,3,MI,all sectors,4826365,8.56,748.92306,8750.98935
2008,3,MI,commercial,518340,8.87,275.02085,3102.33379
2008,3,MI,industrial,13551,6.38,173.80023,2723.79967
2008,3,TX,commercial,2116101,9.52,1160.72304,12186.6099
2008,3,TX,industrial,229206,7.46,1000.27183,13411.93935
2008,3,TX,residential,14305557,10.8,1436.45366,13299.39982
2008,4,UT,transportation,8,7.88,0.20553,2.60835
2008,4,VT,all sectors,355214,12.26,53.79393,438.71226
2008,4,VT,industrial,316,8.86,11.02244,124.36079
2008,4,VT,residential,305543,14.65,22.78779,155.57708
2008,4,VT,transportation,0,0,0,0
2008,4,VT,commercial,49355,12.59,19.9837,158.77439
2008,4,VA,commercial,403100,6.55,234.82,3582.4807
2008,4,VA,transportation,1,7.11,1.22385,17.216
2008,4,WA,industrial,23974,4.63,80.65657,1740.92962
2008,4,WV,all sectors,1010687,5.44,141.13991,2594.83127
2008,4,WV,residential,863338,7.1,57.02124,803.48111
2008,4,WI,industrial,4226,6.51,133.41446,2048.01939
2008,4,WY,commercial,59133,6.71,22.89097,341.10042
2008,4,WY,transportation,0,0,0,0
2008,4,MA,industrial,27802,12.86,240.26748,1868.53517
2008,4,PA,commercial,2175372,13.23,1650.58719,12474.62992
2008,4,PA,transportation,45,11.11,35.77305,321.96642
2008,4,IL,industrial,62097,6.28,1089.54889,17347.15035
2008,4,MO,commercial,1355508,6.7,512.24596,7645.91435
2008,4,MO,transportation,2,6.22,0.236,3.797
2008,4,FL,residential,25574915,10.37,2326.05,22437.65426
2008,4,AL,commercial,1350425,8.61,546.71575,6347.09169
2008,4,TX,all sectors,16620230,9.65,3712.32321,38483.23872
2008,4,TX,transportation,69,8.79,0.51615,5.87015
2008,4,CO,industrial,77530,5.87,373.52151,6365.95464
2008,4,CO,transportation,26,8.28,0.58753,7.09927
2008,4,AL,residential,7948192,9.07,687.44774,7582.03703
2008,4,AL,transportation,1,9.47,0.018,0.19
2008,4,TX,commercial,2122962,9.83,1221.11303,12428.42993
2008,4,TX,industrial,229805,7.9,1102.02949,13945.59536
2008,4,TX,residential,14267394,11.47,1388.66454,12103.34328
2008,4,CO,all sectors,10266399,7.86,1541.53869,19613.78035
2008,4,CO,commercial,1313702,8.22,590.83574,7186.86053
2008,4,CO,residential,8875141,9.52,576.5939,6053.8659
2008,4,VA,all sectors,3571084,7.18,570.33132,7947.98474
2008,4,VA,industrial,5243,5.25,76.5896,1458.63363
2008,4,VA,residential,3162740,8.92,257.69787,2889.65442
2008,4,TX,transportation,42,8.59,0.47002,5.46955
2008,4,WA,all sectors,3159315,6.55,480.86205,7336.75568
2008,4,WA,commercial,344882,6.74,160.93654,2389.5416
2008,4,WA,residential,2790455,7.46,239.26154,3206.15069
2008,4,WA,transportation,4,5.53,0.0074,0.13377
2008,4,WV,commercial,135366,6.07,34.46388,567.57556
2008,4,WV,industrial,11982,4.06,49.63468,1223.4347
2008,4,WV,transportation,1,5.92,0.02012,0.33991
2008,4,WI,all sectors,2912554,8.89,486.0423,5470.3204
2008,4,WI,commercial,331933,9.32,168.88719,1812.16353
2008,4,WI,residential,2576395,11.41,183.74065,1610.13747
2008,4,WI,transportation,0,0,0,0
2008,4,WY,all sectors,319687,5.52,73.1785,1325.11058
2008,4,WY,industrial,8586,4.23,31.88848,753.31832
2008,4,WY,residential,251968,7.98,18.39906,230.69184
2008,4,MA,all sectors,6962861,15.21,1466.88103,9645.35292
2008,4,MA,commercial,827194,14.85,646.8776,4356.3986
2008,4,MA,residential,6107859,17.02,575.14585,3379.13327
2008,4,MA,transportation,6,11.12,4.5901,41.28587
2008,4,PA,all sectors,17755247,12.43,3475.53881,27949.88109
2008,4,PA,industrial,49814,8.11,491.15323,6057.96425
2008,4,PA,residential,15530016,14.27,1298.02534,9095.3205
2008,4,IL,all sectors,22038111,8.31,3664.85345,44116.34198
2008,4,IL,commercial,2388325,8.99,1260.54046,14020.06123
2008,4,IL,residential,19587681,10.33,1311.07707,12697.3931
2008,4,IL,transportation,8,7.13,3.68703,51.7373
2008,4,MO,all sectors,10440206,6.72,1466.0584,21812.13141
2008,4,MO,industrial,76372,5.02,351.13456,7000.14426
2008,4,MO,residential,9008324,8.41,602.44188,7162.2758
2008,4,FL,all sectors,29171599,8.81,5131.72948,58254.15536
2008,4,FL,commercial,3516076,8.91,2059.43454,23123.72753
2008,4,FL,industrial,80573,5.85,735.52908,12582.01583
2008,4,FL,transportation,35,9.68,10.71587,110.75774
2008,4,AL,all sectors,9323351,7.23,1815.30078,25114.82288
2008,4,AL,industrial,24733,5.2,581.11929,11185.50416
2008,4,ME,all sectors,785563,13.59,121.46911,893.63756
2008,4,ME,commercial,87592,12.25,38.62239,315.23923
2008,4,ME,residential,695153,16.58,54.59583,329.33735
2008,4,MD,all sectors,2428719,12.28,546.52346,4452.05234
2008,4,MD,industrial,8743,10.06,45.67536,454.21397
2008,4,MD,residential,2178925,13.37,238.38855,1782.62904
2008,4,MA,all sectors,3031884,15.14,662.92469,4379.79417
2008,4,MA,commercial,377056,15.02,316.82063,2108.87809
2008,4,MA,residential,2640737,16.39,232.41877,1418.01383
2008,4,MI,all sectors,4819873,8.65,699.73882,8089.21483
2008,4,MI,industrial,12523,6.76,176.53799,2612.35612
2008,4,MI,residential,4289397,10.2,247.52916,2426.55143
2008,4,MN,all sectors,2556939,7.24,385.86022,5330.82383
2008,4,MN,commercial,268972,7.26,124.34331,1713.50324
2008,4,MN,residential,2279722,9.2,156.54394,1702.17659
2008,4,MS,commercial,223830,9.45,93.51889,990.05018
2008,4,MS,industrial,7127,6.1,81.38235,1333.77525
2008,4,MS,residential,1236848,10.07,113.42741,1126.44489
2008,4,MO,all sectors,3051940,6.3,379.11957,6014.65554
2008,4,MO,commercial,367353,6,145.73063,2427.11208
2008,4,MO,residential,2675251,7.7,173.08639,2249.16259
2008,4,MT,commercial,100307,8.48,31.77526,374.90472
2008,4,MT,industrial,3162,6.17,29.75941,482.2278
2008,4,NE,all sectors,975118,6.24,133.01349,2130.72112
2008,4,NE,commercial,152244,6.37,44.80733,703.95166
2008,4,NE,residential,793993,7.45,51.79108,695.38152
2008,4,NV,all sectors,1206443,9.66,235.03081,2434.07964
2008,4,NV,commercial,151554,10.09,69.75038,691.23563
2008,4,NV,residential,1051245,12.52,78.87439,630.05317
2008,4,NH,all sectors,698154,13.96,120.66483,864.5029
2008,4,NH,commercial,102251,13.55,49.10402,362.44553
2008,4,ME,transportation,0,0,0,0
2008,4,MA,transportation,1,10.11,2.66002,26.32357
2008,4,MN,transportation,1,7.93,0.149,1.88
2008,4,MO,transportation,1,4.54,0.087,1.917
2008,4,MT,transportation,0,0,0,0
2008,4,NJ,industrial,13441,11.76,103.23808,877.88854
2008,4,NJ,residential,3405769,13.77,249.38042,1810.86824
2008,4,NM,all sectors,979761,7.73,128.8125,1666.87589
2008,4,NM,industrial,6414,5.81,33.66511,579.06891
2008,4,NM,residential,839641,9.47,40.28091,425.35361
2008,4,NY,all sectors,7933280,15.81,1687.90269,10673.25887
2008,4,NY,industrial,8807,9.15,109.30587,1194.74973
2008,4,NY,residential,6892076,18.05,621.15904,3442.15406
2008,4,NC,all sectors,4820248,7.65,713.94154,9328.76023
2008,4,NC,commercial,649364,7.36,256.84334,3490.42488
2008,4,NC,residential,4160240,9.54,337.29754,3536.96922
2008,4,ND,commercial,56212,6.73,23.50683,349.07316
2008,4,ND,industrial,1974,5.59,16.89694,302.34438
2008,4,NM,transportation,0,0,0,0
2008,4,NC,transportation,1,6.54,0.03238,0.49548
2008,4,OK,transportation,0,0,0,0
2008,4,NH,industrial,3222,12.35,20.88391,169.16204
2008,4,NH,residential,592681,15.22,50.6769,332.89533
2008,4,NH,transportation,0,0,0,0
2008,4,NJ,commercial,467622,12.56,383.55465,3053.58486
2008,4,ND,residential,317753,7.4,24.17443,326.72396
2008,4,OH,all sectors,5537431,8.14,962.11055,11813.98003
2008,4,OH,commercial,613052,9.23,321.42249,3481.99159
2008,4,OH,residential,4903115,10.01,345.50736,3450.70953
2008,4,OK,all sectors,1911521,7.05,278.07207,3944.41182
2008,4,OK,commercial,263579,7.03,98.25454,1397.92125
2008,4,OK,industrial,17586,5.26,67.42551,1282.47409
2008,4,OR,all sectors,1868697,7.36,288.88959,3926.60909
2008,4,OR,industrial,18964,5.35,54.20378,1012.63718
2008,4,OR,residential,1615761,8.56,141.59102,1653.23161
2008,4,PA,all sectors,5935129,9.11,1048.30479,11510.20604
2008,4,PA,commercial,675378,9.32,336.84798,3613.78225
2008,4,PA,residential,5232171,11.13,427.48588,3842.2982
2008,4,TX,commercial,1419244,10.52,891.51243,8471.71655
2008,4,TX,residential,9414114,12.53,997.69962,7964.56444
2008,4,UT,commercial,114357,6.34,51.97088,819.61767
2008,4,UT,industrial,9402,4.53,29.57404,652.50241
2008,4,KS,residential,1253260,8.86,72.02815,813.10379
2008,4,KS,transportation,0,0,0,0
2008,4,KY,all sectors,2227673,5.79,422.26305,7297.97728
2008,4,KY,commercial,295993,6.99,102.55168,1466.11679
2008,4,KY,industrial,6299,4.47,181.44627,4060.36897
2008,4,KY,residential,1925381,7.81,138.2651,1771.49152
2008,4,KY,transportation,0,0,0,0
2008,4,LA,all sectors,2200910,8.94,516.44826,5774.92313
2008,4,LA,commercial,264442,9.81,167.92458,1711.72762
2008,4,LA,industrial,20644,7.58,172.70871,2277.85621
2008,4,LA,residential,1915799,9.85,175.77271,1784.97355
2008,4,LA,transportation,25,11.55,0.04225,0.36576
2008,4,ME,industrial,2818,11.34,28.25089,249.06099
2008,4,MD,commercial,241046,11.88,257.85872,2170.91215
2008,4,MD,transportation,5,10.39,4.60084,44.29718
2008,4,MA,industrial,14090,13.43,111.02528,826.57867
2008,4,MI,commercial,517952,9.04,275.61668,3049.90731
2008,4,MI,transportation,1,13.75,0.05499,0.39998
2008,4,MN,industrial,8244,5.48,104.82398,1913.26401
2008,4,MS,all sectors,1467805,8.36,288.32864,3450.27032
2008,4,MS,transportation,0,0,0,0
2008,4,MO,industrial,9335,4.51,60.21555,1336.46386
2008,4,MT,all sectors,566996,7.7,95.00476,1233.39213
2008,4,MT,residential,463527,8.9,33.47009,376.25961
2008,4,NE,industrial,28881,4.98,36.41509,731.38795
2008,4,NE,transportation,0,0,0,0
2008,4,NV,industrial,3627,7.76,86.34705,1112.12292
2008,4,NV,transportation,17,8.83,0.059,0.66792
2008,4,RI,residential,420601,14.96,32.07223,214.416
2008,4,RI,transportation,0,0,0,0
2008,4,SC,all sectors,2407185,7.27,430.43445,5920.43163
2008,4,SC,commercial,341103,8.07,129.37892,1603.60756
2008,4,SC,industrial,4628,4.95,124.71414,2518.00203
2008,4,SC,residential,2061454,9.8,176.34139,1798.82203
2008,4,SC,transportation,0,0,0,0
2008,4,SD,all sectors,427819,6.93,60.21448,868.90542
2008,4,SD,commercial,63741,6.8,22.15416,325.90089
2008,4,SD,industrial,2680,5.17,9.79502,189.51758
2008,4,SD,residential,361398,8,28.2653,353.48696
2008,4,SD,transportation,0,0,0,0
2008,4,TN,all sectors,3141931,7.86,609.1814,7750.4633
2008,4,TN,commercial,459618,9.07,199.09599,2195.45679
2008,4,TN,industrial,2121,5.85,162.30238,2772.40069
2008,4,TN,residential,2680191,8.9,247.76504,2782.41582
2008,4,TN,transportation,1,9.47,0.018,0.19
2008,4,TX,all sectors,10997233,10.52,2672.02223,25400.06834
2008,4,TX,industrial,163833,8.73,782.34017,8958.31779
2008,4,UT,all sectors,1046692,6.23,130.22737,2089.39278
2008,4,UT,residential,922925,7.89,48.47692,614.66434
2008,4,NJ,all sectors,3886838,12.82,739.33133,5766.41618
2008,4,NJ,transportation,6,13.12,3.15818,24.07454
2008,4,NM,commercial,133706,8.28,54.86648,662.45337
2008,4,NY,commercial,1032372,16.02,930.18456,5807.26282
2008,4,NY,transportation,25,11.9,27.25322,229.09226
2008,4,NC,industrial,10643,5.21,119.76828,2300.87065
2008,4,ND,all sectors,375939,6.6,64.57819,978.1415
2008,4,ND,transportation,0,0,0,0
2008,4,OH,industrial,21262,6.04,294.78247,4877.39619
2008,4,OH,transportation,2,10.26,0.39823,3.88273
2008,4,OK,residential,1630356,8.89,112.39202,1264.01648
2008,4,OR,commercial,233927,7.38,92.98837,1259.22963
2008,4,OR,transportation,45,7.05,0.10643,1.51067
2008,4,PA,industrial,27566,6.99,278.60928,3985.32598
2008,4,PA,transportation,14,7.79,5.36165,68.79962
2008,4,RI,all sectors,477675,13.64,87.82695,643.81427
2008,4,RI,commercial,54997,13.23,41.49759,313.7098
2008,4,RI,industrial,2077,12.32,14.25714,115.68847
2008,4,IL,all sectors,5678891,8.99,952.68272,10592.05493
2008,4,IL,commercial,584927,9.19,351.77751,3827.46132
2008,4,IL,industrial,5986,7.16,264.63863,3695.47489
2008,4,IL,residential,5087974,11.02,333.17877,3023.17113
2008,4,IL,transportation,4,6.72,3.08781,45.9476
2008,4,IN,all sectors,3089362,6.92,564.27906,8150.7718
2008,4,IN,commercial,340461,7.73,142.83659,1848.53748
2008,4,IN,industrial,18100,5.35,220.17534,4113.90377
2008,4,IN,residential,2730800,9.2,201.12113,2186.82355
2008,4,IN,transportation,1,9.69,0.146,1.507
2008,4,IA,all sectors,1543809,6.59,236.7709,3594.47877
2008,4,IA,commercial,211100,6.97,66.00389,947.21342
2008,4,IA,industrial,5762,4.57,74.21441,1625.02496
2008,4,IA,residential,1326947,9.45,96.5526,1022.24039
2008,4,IA,transportation,0,0,0,0
2008,4,KS,all sectors,1508642,7.13,206.50154,2894.40523
2008,4,KS,commercial,235886,7.27,85.69981,1179.15991
2008,4,KS,industrial,19496,5.41,48.77358,902.14153
2008,4,AL,all sectors,2485942,7.49,495.52768,6616.11198
2008,4,AL,commercial,370984,8.94,151.5492,1695.46793
2008,4,AL,industrial,9186,5.17,155.98829,3018.95926
2008,4,AL,residential,2105772,9.89,187.99019,1901.68479
2008,4,AL,transportation,0,0,0,0
2008,4,AK,all sectors,316147,15.24,77.72585,509.90923
2008,4,AK,commercial,46907,13.94,31.76043,227.83736
2008,4,AK,industrial,1235,14.67,16.54365,112.79009
2008,4,AK,residential,268005,17.38,29.42178,169.28178
2008,4,AK,transportation,0,0,0,0
2008,4,AZ,all sectors,2830309,8.61,445.13114,5170.65666
2008,4,AZ,commercial,296948,8.56,193.86633,2265.72264
2008,4,AZ,industrial,7353,6.23,65.50909,1051.01235
2008,4,AZ,residential,2526008,10.02,185.75572,1853.92167
2008,4,AZ,transportation,0,0,0,0
2008,4,AR,all sectors,1510566,7.31,245.78066,3363.83544
2008,4,AR,commercial,175697,7.49,63.42149,847.06452
2008,4,AR,industrial,27742,5.58,79.5551,1426.94727
2008,4,AR,residential,1307125,9.43,102.80019,1089.78881
2008,4,AR,transportation,2,11.13,0.00388,0.03483
2008,4,CA,all sectors,14723652,11.23,2287.05689,20365.69197
2008,4,CA,commercial,1792945,11.15,1086.32274,9746.17886
2008,4,CA,industrial,77840,8.88,370.40313,4169.99327
2008,4,CA,residential,12852393,12.93,824.76071,6379.40396
2008,4,CA,transportation,474,7.94,5.57032,70.11588
2008,4,CO,all sectors,2539589,8.63,339.94316,3940.20268
2008,4,CO,commercial,359233,8.96,140.43393,1567.98023
2008,4,CO,industrial,13234,6.49,72.60974,1118.54648
2008,4,CO,residential,2167121,10.13,126.57649,1249.85297
2008,4,CO,transportation,1,8.45,0.323,3.823
2008,4,CT,all sectors,1614371,17.33,420.20151,2424.89176
2008,4,CT,commercial,155943,16.48,180.84927,1097.35156
2008,4,CT,industrial,5279,14.29,54.82783,383.68422
2008,4,CT,residential,1453144,19.66,182.59433,928.89368
2008,4,CT,transportation,5,12.9,1.93008,14.9623
2008,4,DE,all sectors,438888,12.04,106.11359,881.59378
2008,4,DE,commercial,48856,11.71,38.92681,332.32873
2008,4,DE,industrial,620,10.18,24.95714,245.24304
2008,4,DE,residential,389412,13.89,42.22963,304.02202
2008,4,DE,transportation,0,0,0,0
2008,4,DC,all sectors,243212,12.86,107.4146,835.21433
2008,4,DC,commercial,26699,13.27,88.56341,667.50716
2008,4,DC,industrial,1,10.67,2.28704,21.43081
2008,4,DC,residential,216511,11.16,13.40902,120.12927
2008,4,DC,transportation,1,12.07,3.15513,26.14708
2008,4,FL,all sectors,9664213,10.35,1718.61105,16612.54868
2008,4,FL,commercial,1127803,9.86,707.9329,7176.5048
2008,4,FL,industrial,22875,7.8,124.85672,1600.37353
2008,4,FL,residential,8513510,11.31,885.13006,7828.58431
2008,4,FL,transportation,25,9.76,0.69137,7.08604
2008,4,GA,all sectors,4587363,8.24,797.21956,9680.73837
2008,4,GA,commercial,542739,8.79,310.64655,3532.38599
2008,4,GA,industrial,15838,6.05,167.04612,2759.81348
2008,4,GA,residential,4028785,9.44,318.53471,3373.36284
2008,4,GA,transportation,1,6.54,0.99218,15.17605
2008,4,HI,all sectors,472408,26.96,225.05741,834.7461
2008,4,HI,commercial,61918,27.45,77.29251,281.54848
2008,4,HI,industrial,687,23.81,72.95287,306.39474
2008,4,HI,residential,409803,30.31,74.81203,246.80289
2008,4,HI,transportation,0,0,0,0
2008,4,ID,all sectors,776922,5.37,94.21044,1754.06999
2008,4,ID,commercial,98464,5.45,25.28151,463.84585
2008,4,ID,industrial,25752,3.92,24.1686,617.15546
2008,4,ID,residential,652706,6.65,44.76033,673.06869
2008,4,ID,transportation,0,0,0,0
2008,5,TN,industrial,2092,5.97,167.56295,2808.36044
2008,5,TX,all sectors,11019093,10.62,3140.97073,29581.12699
2008,5,TX,commercial,1421451,10.46,1038.39173,9929.72573
2008,5,TX,residential,9433021,12.94,1217.40638,9405.45269
2008,5,UT,all sectors,1048447,6.45,139.81246,2168.84866
2008,5,UT,commercial,114632,7.03,57.22555,813.50752
2008,5,UT,residential,924332,8.31,47.12105,567.21547
2008,5,UT,transportation,9,8.48,0.21728,2.56146
2008,5,VT,all sectors,355686,12.35,53.87048,436.31797
2008,5,VT,industrial,315,8.99,11.36031,126.37387
2008,5,VT,residential,305922,14.84,22.54393,151.92418
2008,5,VA,all sectors,3571877,7.3,598.81009,8202.11992
2008,5,VA,commercial,403676,6.65,247.55255,3721.63947
2008,5,VA,residential,3162925,9.5,260.65675,2743.35123
2008,5,VA,transportation,1,7.12,1.06674,14.98
2008,5,WA,commercial,350563,6.55,157.51174,2404.17183
2008,5,WA,industrial,23504,4.18,75.81553,1815.85323
2008,5,WA,transportation,4,5.8,0.00991,0.17093
2008,5,WV,all sectors,1010012,5.49,142.38729,2594.94611
2008,5,WV,commercial,135494,6.06,38.51907,635.44685
2008,5,WV,residential,862499,7.29,51.68132,709.25259
2008,5,WI,all sectors,2917159,8.86,483.23183,5451.6335
2008,5,WI,industrial,4189,6.4,133.81614,2090.38281
2008,5,WI,residential,2579797,11.76,180.10039,1530.85413
2008,5,WY,all sectors,320243,5.84,77.45983,1325.96413
2008,5,WY,commercial,59271,6.8,23.81385,350.39055
2008,5,WY,residential,252367,8.53,16.15655,189.39493
2008,5,MA,all sectors,6981576,16.33,1486.28677,9102.42236
2008,5,MA,industrial,27873,13.65,249.55215,1827.81845
2008,5,MA,residential,6122836,18.09,549.85201,3040.15842
2008,5,PA,all sectors,17748156,12.87,3535.89883,27473.22293
2008,5,PA,commercial,2173010,13.79,1712.22007,12417.24028
2008,5,PA,residential,15525471,14.99,1276.3029,8513.45177
2008,5,IL,all sectors,22055958,8.34,3696.08961,44343.36827
2008,5,IL,industrial,62096,6.15,1099.04193,17863.85722
2008,5,IL,residential,19595714,10.83,1269.98324,11726.47667
2008,5,MO,all sectors,10460862,7.11,1548.29979,21781.75913
2008,5,MO,commercial,1365604,7.26,565.77148,7797.17167
2008,5,MO,residential,9018875,9.12,600.57858,6586.46579
2008,5,FL,all sectors,29125030,8.94,5541.31785,62005.97632
2008,5,FL,industrial,80743,5.91,795.61949,13459.77818
2008,5,FL,residential,25531037,10.65,2498.4351,23468.47695
2008,5,AL,all sectors,9332748,7.45,1900.46833,25501.95126
2008,5,AL,commercial,1352112,8.77,594.00667,6774.76234
2008,5,AL,residential,7955713,9.41,700.6948,7443.44289
2008,5,TX,all sectors,16646077,9.88,4310.97192,43633.80562
2008,5,TX,commercial,2125504,9.89,1422.82982,14383.94929
2008,5,TX,residential,14288703,11.94,1660.41202,13912.12375
2008,5,TX,transportation,64,8.81,0.54673,6.20897
2008,5,CO,commercial,1316330,8.57,667.70443,7787.60078
2008,5,CO,industrial,78589,5.97,415.76418,6962.17312
2008,5,SD,residential,364411,8.57,25.97683,303.19092
2008,5,SD,transportation,0,0,0,0
2008,5,TN,commercial,460166,9.07,204.08059,2248.94179
2008,5,PA,commercial,675534,9.52,350.70328,3685.57805
2008,5,PA,residential,5230372,11.76,398.99767,3392.62774
2008,5,PA,transportation,14,7.42,5.03697,67.90067
2008,5,RI,commercial,56309,19.5,55.67154,285.54457
2008,5,RI,residential,433559,22.01,46.79707,212.57541
2008,5,SC,all sectors,2411001,7.62,480.88769,6314.14216
2008,5,RI,industrial,2095,18.02,16.63927,92.33652
2008,5,SC,residential,2065023,10.2,201.05146,1970.32655
2008,5,SC,transportation,0,0,0,0
2008,5,SD,all sectors,432422,7.22,59.52823,824.39112
2008,5,SD,industrial,2548,5.34,10.32803,193.2829
2008,5,TN,residential,2681008,9.12,224.16161,2456.69977
2008,5,TX,industrial,164579,8.64,884.67427,10240.16921
2008,5,TX,transportation,42,8.62,0.49836,5.77937
2008,5,UT,industrial,9474,4.49,35.24857,785.56422
2008,5,VT,commercial,49449,12.64,19.96624,158.01991
2008,5,VT,transportation,0,0,0,0
2008,5,VA,industrial,5275,5.2,89.53406,1722.14921
2008,5,WA,all sectors,3160390,6.16,431.68299,7010.46422
2008,5,WA,residential,2786319,7.11,198.34581,2790.26823
2008,5,WV,industrial,12018,4.17,52.168,1249.91625
2008,5,WI,commercial,333173,9.25,169.3153,1830.39655
2008,5,WI,transportation,0,0,0,0
2008,5,WY,industrial,8605,4.77,37.48943,786.17865
2008,5,MA,commercial,830861,16.27,681.88817,4192.10906
2008,5,MA,transportation,6,11.8,4.99445,42.33643
2008,5,PA,industrial,49630,8.2,510.45115,6226.48674
2008,5,IL,commercial,2398140,9,1323.84078,14708.52494
2008,5,IL,transportation,8,7.24,3.22367,44.50944
2008,5,MO,industrial,76381,5.16,381.72373,7394.66166
2008,5,FL,commercial,3513215,8.96,2237.35829,24976.49307
2008,5,SC,commercial,341264,8.29,148.72871,1795.15184
2008,5,OH,industrial,21221,6.1,311.62138,5107.16887
2008,5,OH,residential,4895416,10.79,338.83742,3139.52942
2008,5,OK,all sectors,1912938,7.54,336.23684,4458.20368
2008,5,OK,commercial,263908,7.57,127.2338,1681.39218
2008,5,OK,residential,1631384,9.2,134.40707,1461.49431
2008,5,OK,transportation,0,0,0,0
2008,5,OR,commercial,234496,7.41,97.7929,1319.46688
2008,5,NM,transportation,0,0,0,0
2008,5,NY,industrial,8687,9.56,120.08643,1255.84156
2008,5,NC,commercial,646016,7.4,280.29226,3788.67082
2008,5,NC,transportation,1,6.4,0.03518,0.54968
2008,5,ND,industrial,1999,5.42,16.1174,297.2113
2008,5,OH,commercial,612363,9.4,358.1961,3810.90636
2008,5,OH,transportation,2,11.35,0.34742,3.06031
2008,5,OK,industrial,17646,5.67,74.59598,1315.31719
2008,5,OR,all sectors,1872888,7.13,275.34216,3861.81231
